"main_modify.py --pretrained_path /scratch/connectome/study_group/VAE_ADHD/junbeom_weights/UKByAa64a.pth --mode finetuning --train_num 100 --layer_control tune_all --stratify strat --random_seed 2 --task ADNI_sex --input_option yAware --learning_rate 1e0 --batch_size 16 --weight_decay 1e-2 --BN inst --save_path finetune_results_InstanceBN --run_where lab"
{"epoch": 0, "training_loss": 95.59104128837585, "training_acc": 48.0, "val_loss": 79.13572814941406, "val_acc": 52.0}
{"epoch": 1, "training_loss": 69.62582183837891, "training_acc": 56.0, "val_loss": 123.82677703857422, "val_acc": 48.0}
{"epoch": 2, "training_loss": 72.6595704650879, "training_acc": 52.0, "val_loss": 81.91688751220703, "val_acc": 52.0}
{"epoch": 3, "training_loss": 71.77719360351563, "training_acc": 48.0, "val_loss": 59.52785354614258, "val_acc": 48.0}
{"epoch": 4, "training_loss": 107.37154067993164, "training_acc": 42.0, "val_loss": 50.453379516601565, "val_acc": 52.0}
{"epoch": 5, "training_loss": 39.99606912612915, "training_acc": 54.0, "val_loss": 35.0426350402832, "val_acc": 52.0}
{"epoch": 6, "training_loss": 28.980483779907228, "training_acc": 48.0, "val_loss": 25.019169921875, "val_acc": 52.0}
{"epoch": 7, "training_loss": 11.141989192962647, "training_acc": 54.0, "val_loss": 24.5236222076416, "val_acc": 48.0}
{"epoch": 8, "training_loss": 22.11958812713623, "training_acc": 50.0, "val_loss": 33.28352279663086, "val_acc": 48.0}
{"epoch": 9, "training_loss": 58.77307025909424, "training_acc": 42.0, "val_loss": 62.56292938232422, "val_acc": 48.0}
{"epoch": 10, "training_loss": 69.823648686409, "training_acc": 54.0, "val_loss": 49.560064697265624, "val_acc": 52.0}
{"epoch": 11, "training_loss": 48.146032314300534, "training_acc": 56.0, "val_loss": 37.00994636535645, "val_acc": 48.0}
{"epoch": 12, "training_loss": 28.060710411071778, "training_acc": 48.0, "val_loss": 63.337337036132816, "val_acc": 48.0}
{"epoch": 13, "training_loss": 46.02980499267578, "training_acc": 48.0, "val_loss": 16.199015731811524, "val_acc": 52.0}
{"epoch": 14, "training_loss": 24.308768463134765, "training_acc": 56.0, "val_loss": 44.77928192138672, "val_acc": 52.0}
{"epoch": 15, "training_loss": 28.534799728393555, "training_acc": 48.0, "val_loss": 5.306291255950928, "val_acc": 52.0}
{"epoch": 16, "training_loss": 14.39537974357605, "training_acc": 50.0, "val_loss": 22.772777252197265, "val_acc": 48.0}
{"epoch": 17, "training_loss": 18.375185317993164, "training_acc": 52.0, "val_loss": 17.324776916503907, "val_acc": 52.0}
{"epoch": 18, "training_loss": 12.676778450012208, "training_acc": 50.0, "val_loss": 9.07757884979248, "val_acc": 48.0}
{"epoch": 19, "training_loss": 14.911856727600098, "training_acc": 48.0, "val_loss": 3.3464163303375245, "val_acc": 48.0}
{"epoch": 20, "training_loss": 14.874883079528809, "training_acc": 42.0, "val_loss": 47.6387905883789, "val_acc": 52.0}
{"epoch": 21, "training_loss": 49.94934188842773, "training_acc": 46.0, "val_loss": 62.23798110961914, "val_acc": 48.0}
{"epoch": 22, "training_loss": 47.44008617401123, "training_acc": 52.0, "val_loss": 21.5048201751709, "val_acc": 52.0}
{"epoch": 23, "training_loss": 39.11097549438477, "training_acc": 42.0, "val_loss": 43.7961392211914, "val_acc": 52.0}
{"epoch": 24, "training_loss": 41.094215087890625, "training_acc": 56.0, "val_loss": 24.82076461791992, "val_acc": 52.0}
