"main_optuna_fix_3.py --pretrained_path None --mode finetuning --train_num 80 --layer_control tune_all --stratify strat --random_seed 0 --task ABCD_sex --input_option yAware --batch_size 64 --save_path finetune_ABCD_fix_3 --binary_class True --run_where lab"
{"epoch": 0, "training_loss": 58.65385437011719, "training_acc": 51.25, "val_loss": 17.60790705680847, "val_acc": 45.0}
{"epoch": 1, "training_loss": 61.96330642700195, "training_acc": 55.0, "val_loss": 13.79328966140747, "val_acc": 55.0}
{"epoch": 2, "training_loss": 58.599008560180664, "training_acc": 45.0, "val_loss": 13.775187730789185, "val_acc": 55.0}
{"epoch": 3, "training_loss": 55.91107940673828, "training_acc": 52.5, "val_loss": 13.790159225463867, "val_acc": 55.0}
{"epoch": 4, "training_loss": 55.5541934967041, "training_acc": 50.0, "val_loss": 13.914865255355835, "val_acc": 55.0}
{"epoch": 5, "training_loss": 55.582763671875, "training_acc": 47.5, "val_loss": 13.777506351470947, "val_acc": 55.0}
{"epoch": 6, "training_loss": 55.37460517883301, "training_acc": 52.5, "val_loss": 13.741023540496826, "val_acc": 55.0}
{"epoch": 7, "training_loss": 55.52482223510742, "training_acc": 52.5, "val_loss": 13.757034540176392, "val_acc": 55.0}
{"epoch": 8, "training_loss": 55.32903480529785, "training_acc": 52.5, "val_loss": 13.946470022201538, "val_acc": 55.0}
{"epoch": 9, "training_loss": 56.08007621765137, "training_acc": 47.5, "val_loss": 13.988866806030273, "val_acc": 55.0}
{"epoch": 10, "training_loss": 55.672433853149414, "training_acc": 47.5, "val_loss": 13.84223222732544, "val_acc": 55.0}
{"epoch": 11, "training_loss": 55.35701942443848, "training_acc": 52.5, "val_loss": 13.7705397605896, "val_acc": 55.0}
{"epoch": 12, "training_loss": 55.41342735290527, "training_acc": 52.5, "val_loss": 13.749889135360718, "val_acc": 55.0}
{"epoch": 13, "training_loss": 55.5135498046875, "training_acc": 52.5, "val_loss": 13.752492666244507, "val_acc": 55.0}
{"epoch": 14, "training_loss": 55.60642719268799, "training_acc": 52.5, "val_loss": 13.757240772247314, "val_acc": 55.0}
{"epoch": 15, "training_loss": 55.50535774230957, "training_acc": 52.5, "val_loss": 13.790364265441895, "val_acc": 55.0}
{"epoch": 16, "training_loss": 55.45020294189453, "training_acc": 52.5, "val_loss": 13.787543773651123, "val_acc": 55.0}
{"epoch": 17, "training_loss": 55.37082004547119, "training_acc": 52.5, "val_loss": 13.770235776901245, "val_acc": 55.0}
{"epoch": 18, "training_loss": 55.390380859375, "training_acc": 52.5, "val_loss": 13.769134283065796, "val_acc": 55.0}
{"epoch": 19, "training_loss": 55.35464286804199, "training_acc": 52.5, "val_loss": 13.783155679702759, "val_acc": 55.0}
{"epoch": 20, "training_loss": 55.34565544128418, "training_acc": 52.5, "val_loss": 13.810514211654663, "val_acc": 55.0}
{"epoch": 21, "training_loss": 55.38365459442139, "training_acc": 52.5, "val_loss": 13.832545280456543, "val_acc": 55.0}
{"epoch": 22, "training_loss": 55.38584899902344, "training_acc": 52.5, "val_loss": 13.835934400558472, "val_acc": 55.0}
{"epoch": 23, "training_loss": 55.392977714538574, "training_acc": 52.5, "val_loss": 13.820037841796875, "val_acc": 55.0}
{"epoch": 24, "training_loss": 55.36197280883789, "training_acc": 52.5, "val_loss": 13.793243169784546, "val_acc": 55.0}
{"epoch": 25, "training_loss": 55.32479667663574, "training_acc": 52.5, "val_loss": 13.77573847770691, "val_acc": 55.0}
{"epoch": 26, "training_loss": 55.34706211090088, "training_acc": 52.5, "val_loss": 13.76325011253357, "val_acc": 55.0}
{"epoch": 27, "training_loss": 55.425801277160645, "training_acc": 52.5, "val_loss": 13.761434555053711, "val_acc": 55.0}
{"epoch": 28, "training_loss": 55.4664249420166, "training_acc": 52.5, "val_loss": 13.761290311813354, "val_acc": 55.0}
{"epoch": 29, "training_loss": 55.48408508300781, "training_acc": 52.5, "val_loss": 13.7621009349823, "val_acc": 55.0}
{"epoch": 30, "training_loss": 55.41651916503906, "training_acc": 52.5, "val_loss": 13.762308359146118, "val_acc": 55.0}
{"epoch": 31, "training_loss": 55.40964317321777, "training_acc": 52.5, "val_loss": 13.767024278640747, "val_acc": 55.0}
{"epoch": 32, "training_loss": 55.40834331512451, "training_acc": 52.5, "val_loss": 13.776196241378784, "val_acc": 55.0}
{"epoch": 33, "training_loss": 55.35236835479736, "training_acc": 52.5, "val_loss": 13.7823486328125, "val_acc": 55.0}
{"epoch": 34, "training_loss": 55.3526725769043, "training_acc": 52.5, "val_loss": 13.78848910331726, "val_acc": 55.0}
{"epoch": 35, "training_loss": 55.34157943725586, "training_acc": 52.5, "val_loss": 13.78983736038208, "val_acc": 55.0}
{"epoch": 36, "training_loss": 55.34051513671875, "training_acc": 52.5, "val_loss": 13.784817457199097, "val_acc": 55.0}
{"epoch": 37, "training_loss": 55.334632873535156, "training_acc": 52.5, "val_loss": 13.774107694625854, "val_acc": 55.0}
{"epoch": 38, "training_loss": 55.34833526611328, "training_acc": 52.5, "val_loss": 13.766456842422485, "val_acc": 55.0}
{"epoch": 39, "training_loss": 55.37373733520508, "training_acc": 52.5, "val_loss": 13.763811588287354, "val_acc": 55.0}
{"epoch": 40, "training_loss": 55.42276382446289, "training_acc": 52.5, "val_loss": 13.76417875289917, "val_acc": 55.0}
{"epoch": 41, "training_loss": 55.47091770172119, "training_acc": 52.5, "val_loss": 13.765333890914917, "val_acc": 55.0}
{"epoch": 42, "training_loss": 55.47818088531494, "training_acc": 52.5, "val_loss": 13.765230178833008, "val_acc": 55.0}
{"epoch": 43, "training_loss": 55.4607048034668, "training_acc": 52.5, "val_loss": 13.766088485717773, "val_acc": 55.0}
{"epoch": 44, "training_loss": 55.41472625732422, "training_acc": 52.5, "val_loss": 13.768250942230225, "val_acc": 55.0}
{"epoch": 45, "training_loss": 55.347328186035156, "training_acc": 52.5, "val_loss": 13.780781030654907, "val_acc": 55.0}
