"main_optuna_fix_3.py --pretrained_path /scratch/connectome/study_group/VAE_ADHD/junbeom_weights/UKBsim64a.pth --mode finetuning --train_num 80 --layer_control tune_all --stratify strat --random_seed 0 --task ABCD_sex --input_option yAware --batch_size 64 --save_path finetune_ABCD_fix_3_early_loss --binary_class True --run_where lab --early_criteria loss"
{"epoch": 0, "training_loss": 54.919894218444824, "training_acc": 47.5, "val_loss": 14.310750961303711, "val_acc": 50.0, "val_auroc": 0.44, "time": 18.52}
{"epoch": 1, "training_loss": 57.68206214904785, "training_acc": 46.25, "val_loss": 14.040491580963135, "val_acc": 50.0, "val_auroc": 0.46, "time": 43.42}
{"epoch": 2, "training_loss": 56.365488052368164, "training_acc": 45.0, "val_loss": 13.962055444717407, "val_acc": 50.0, "val_auroc": 0.45, "time": 67.92}
{"epoch": 3, "training_loss": 55.776100158691406, "training_acc": 52.5, "val_loss": 14.005120992660522, "val_acc": 50.0, "val_auroc": 0.45, "time": 89.82}
{"epoch": 4, "training_loss": 55.59044170379639, "training_acc": 52.5, "val_loss": 14.034143686294556, "val_acc": 50.0, "val_auroc": 0.46, "time": 108.39}
{"epoch": 5, "training_loss": 55.34868812561035, "training_acc": 52.5, "val_loss": 14.014445543289185, "val_acc": 50.0, "val_auroc": 0.5, "time": 130.99}
{"epoch": 6, "training_loss": 55.22617149353027, "training_acc": 51.25, "val_loss": 13.950293064117432, "val_acc": 50.0, "val_auroc": 0.48, "time": 152.12}
{"epoch": 7, "training_loss": 54.58158493041992, "training_acc": 52.5, "val_loss": 13.87722373008728, "val_acc": 50.0, "val_auroc": 0.49, "time": 171.78}
{"epoch": 8, "training_loss": 54.25826549530029, "training_acc": 56.25, "val_loss": 13.824161291122437, "val_acc": 50.0, "val_auroc": 0.5, "time": 193.13}
{"epoch": 9, "training_loss": 54.09809684753418, "training_acc": 70.0, "val_loss": 13.800773620605469, "val_acc": 50.0, "val_auroc": 0.55, "time": 214.24}
{"epoch": 10, "training_loss": 54.097694396972656, "training_acc": 60.0, "val_loss": 13.797343969345093, "val_acc": 50.0, "val_auroc": 0.53, "time": 234.77}
{"epoch": 11, "training_loss": 54.18324851989746, "training_acc": 56.25, "val_loss": 13.787921667098999, "val_acc": 50.0, "val_auroc": 0.53, "time": 255.65}
{"epoch": 12, "training_loss": 53.44805335998535, "training_acc": 66.25, "val_loss": 13.814489841461182, "val_acc": 50.0, "val_auroc": 0.53, "time": 275.24}
{"epoch": 13, "training_loss": 53.51468467712402, "training_acc": 60.0, "val_loss": 13.926773071289062, "val_acc": 50.0, "val_auroc": 0.52, "time": 297.62}
{"epoch": 14, "training_loss": 53.35892677307129, "training_acc": 58.75, "val_loss": 14.11669373512268, "val_acc": 50.0, "val_auroc": 0.51, "time": 319.53}
