"main_modify.py --pretrained_path None --mode finetuning --train_num 100 --layer_control tune_all --stratify strat --random_seed 0 --task ABCD_sex --input_option BT_org --learning_rate 5e-5 --batch_size 16 --weight_decay 5e-2 --BN inst --save_path finetune_results_InstanceBN --run_where lab"
{"epoch": 0, "training_loss": 0.6944463825225831, "training_acc": 46.0, "val_loss": 0.6933054089546203, "val_acc": 48.0}
{"epoch": 1, "training_loss": 0.6923157167434693, "training_acc": 55.0, "val_loss": 0.6925177764892578, "val_acc": 52.0}
{"epoch": 2, "training_loss": 0.6915688991546631, "training_acc": 53.0, "val_loss": 0.6924385166168213, "val_acc": 52.0}
{"epoch": 3, "training_loss": 0.6912223100662231, "training_acc": 53.0, "val_loss": 0.6924263501167297, "val_acc": 52.0}
{"epoch": 4, "training_loss": 0.6911338996887207, "training_acc": 53.0, "val_loss": 0.6924819898605347, "val_acc": 52.0}
{"epoch": 5, "training_loss": 0.6918832445144654, "training_acc": 53.0, "val_loss": 0.6923718595504761, "val_acc": 52.0}
{"epoch": 6, "training_loss": 0.6929538536071778, "training_acc": 53.0, "val_loss": 0.6928839588165283, "val_acc": 52.0}
{"epoch": 7, "training_loss": 0.693037371635437, "training_acc": 53.0, "val_loss": 0.6924908685684205, "val_acc": 52.0}
{"epoch": 8, "training_loss": 0.6920851135253906, "training_acc": 53.0, "val_loss": 0.6927778816223145, "val_acc": 52.0}
{"epoch": 9, "training_loss": 0.6911201071739197, "training_acc": 53.0, "val_loss": 0.6931042361259461, "val_acc": 52.0}
{"epoch": 10, "training_loss": 0.6912634134292602, "training_acc": 53.0, "val_loss": 0.6923953366279602, "val_acc": 52.0}
{"epoch": 11, "training_loss": 0.693077757358551, "training_acc": 53.0, "val_loss": 0.6921932625770569, "val_acc": 52.0}
{"epoch": 12, "training_loss": 0.6915872526168824, "training_acc": 53.0, "val_loss": 0.6927879500389099, "val_acc": 52.0}
{"epoch": 13, "training_loss": 0.6921726083755493, "training_acc": 53.0, "val_loss": 0.6929048109054565, "val_acc": 52.0}
{"epoch": 14, "training_loss": 0.6907130575180054, "training_acc": 53.0, "val_loss": 0.6932070255279541, "val_acc": 52.0}
{"epoch": 15, "training_loss": 0.6910815262794494, "training_acc": 53.0, "val_loss": 0.6930489420890809, "val_acc": 52.0}
{"epoch": 16, "training_loss": 0.6914414668083191, "training_acc": 53.0, "val_loss": 0.6932676410675049, "val_acc": 52.0}
{"epoch": 17, "training_loss": 0.6902286767959595, "training_acc": 53.0, "val_loss": 0.6945940017700195, "val_acc": 52.0}
{"epoch": 18, "training_loss": 0.6914466977119446, "training_acc": 53.0, "val_loss": 0.6939400482177734, "val_acc": 52.0}
{"epoch": 19, "training_loss": 0.6903566813468933, "training_acc": 53.0, "val_loss": 0.6936117100715637, "val_acc": 52.0}
{"epoch": 20, "training_loss": 0.693633074760437, "training_acc": 53.0, "val_loss": 0.6929169845581055, "val_acc": 52.0}
{"epoch": 21, "training_loss": 0.6917832279205323, "training_acc": 53.0, "val_loss": 0.6927391481399536, "val_acc": 52.0}
{"epoch": 22, "training_loss": 0.6912616634368897, "training_acc": 53.0, "val_loss": 0.6930784654617309, "val_acc": 52.0}
{"epoch": 23, "training_loss": 0.6904320049285889, "training_acc": 53.0, "val_loss": 0.6933478903770447, "val_acc": 52.0}
{"epoch": 24, "training_loss": 0.6960886979103088, "training_acc": 44.0, "val_loss": 0.6930078887939453, "val_acc": 52.0}
{"epoch": 25, "training_loss": 0.6905894160270691, "training_acc": 53.0, "val_loss": 0.692648651599884, "val_acc": 52.0}
{"epoch": 26, "training_loss": 0.6916962385177612, "training_acc": 53.0, "val_loss": 0.6924863815307617, "val_acc": 52.0}
{"epoch": 27, "training_loss": 0.693735032081604, "training_acc": 53.0, "val_loss": 0.6936970639228821, "val_acc": 52.0}
{"epoch": 28, "training_loss": 0.6910603189468384, "training_acc": 53.0, "val_loss": 0.6929227757453919, "val_acc": 52.0}
{"epoch": 29, "training_loss": 0.6911482882499694, "training_acc": 53.0, "val_loss": 0.6928832793235778, "val_acc": 52.0}
{"epoch": 30, "training_loss": 0.6901447319984436, "training_acc": 53.0, "val_loss": 0.6933013224601745, "val_acc": 52.0}
