"main_optuna_fix_3.py --pretrained_path /scratch/connectome/study_group/VAE_ADHD/junbeom_weights/UKByAa64a.pth --mode finetuning --train_num 80 --layer_control tune_all --stratify strat --random_seed 0 --task ABCD_sex --input_option yAware --batch_size 64 --save_path finetune_ABCD_fix_3_early_loss --binary_class True --run_where lab --early_criteria loss"
{"epoch": 0, "training_loss": 64.47254180908203, "training_acc": 52.5, "val_loss": 35.64192295074463, "val_acc": 45.0, "val_auroc": 0.505, "time": 19.74}
{"epoch": 1, "training_loss": 229.68367767333984, "training_acc": 53.75, "val_loss": 13.777109384536743, "val_acc": 55.0, "val_auroc": 0.364, "time": 38.03}
{"epoch": 2, "training_loss": 58.96514892578125, "training_acc": 48.75, "val_loss": 25.381276607513428, "val_acc": 55.0, "val_auroc": 0.566, "time": 55.9}
{"epoch": 3, "training_loss": 101.04090404510498, "training_acc": 51.25, "val_loss": 14.66875672340393, "val_acc": 55.0, "val_auroc": 0.485, "time": 73.83}
{"epoch": 4, "training_loss": 57.11568069458008, "training_acc": 48.75, "val_loss": 13.896616697311401, "val_acc": 55.0, "val_auroc": 0.434, "time": 91.12}
{"epoch": 5, "training_loss": 55.32744789123535, "training_acc": 51.25, "val_loss": 13.776882886886597, "val_acc": 55.0, "val_auroc": 0.475, "time": 109.34}
{"epoch": 6, "training_loss": 55.66529941558838, "training_acc": 51.25, "val_loss": 14.168814420700073, "val_acc": 55.0, "val_auroc": 0.455, "time": 126.49}
{"epoch": 7, "training_loss": 55.8004093170166, "training_acc": 48.75, "val_loss": 13.784828186035156, "val_acc": 55.0, "val_auroc": 0.455, "time": 143.91}
{"epoch": 8, "training_loss": 55.76103591918945, "training_acc": 51.25, "val_loss": 14.221466779708862, "val_acc": 55.0, "val_auroc": 0.465, "time": 160.8}
{"epoch": 9, "training_loss": 56.229312896728516, "training_acc": 48.75, "val_loss": 13.93574595451355, "val_acc": 55.0, "val_auroc": 0.465, "time": 177.89}
{"epoch": 10, "training_loss": 55.26499271392822, "training_acc": 53.75, "val_loss": 13.7649667263031, "val_acc": 55.0, "val_auroc": 0.414, "time": 193.08}
{"epoch": 11, "training_loss": 55.539628982543945, "training_acc": 51.25, "val_loss": 13.79429578781128, "val_acc": 55.0, "val_auroc": 0.596, "time": 210.34}
{"epoch": 12, "training_loss": 56.26558876037598, "training_acc": 51.25, "val_loss": 13.786706924438477, "val_acc": 55.0, "val_auroc": 0.535, "time": 227.13}
{"epoch": 13, "training_loss": 55.96341800689697, "training_acc": 51.25, "val_loss": 13.77747654914856, "val_acc": 55.0, "val_auroc": 0.576, "time": 243.59}
{"epoch": 14, "training_loss": 55.37060070037842, "training_acc": 51.25, "val_loss": 13.903764486312866, "val_acc": 55.0, "val_auroc": 0.586, "time": 260.81}
{"epoch": 15, "training_loss": 55.7830228805542, "training_acc": 48.75, "val_loss": 13.959225416183472, "val_acc": 55.0, "val_auroc": 0.495, "time": 277.95}
{"epoch": 16, "training_loss": 55.4831485748291, "training_acc": 48.75, "val_loss": 13.832520246505737, "val_acc": 55.0, "val_auroc": 0.525, "time": 295.32}
{"epoch": 17, "training_loss": 55.49002456665039, "training_acc": 51.25, "val_loss": 13.773983716964722, "val_acc": 55.0, "val_auroc": 0.515, "time": 312.59}
{"epoch": 18, "training_loss": 55.498130798339844, "training_acc": 51.25, "val_loss": 13.775395154953003, "val_acc": 55.0, "val_auroc": 0.515, "time": 329.91}
{"epoch": 19, "training_loss": 55.427828788757324, "training_acc": 51.25, "val_loss": 13.816864490509033, "val_acc": 55.0, "val_auroc": 0.475, "time": 346.85}
{"epoch": 20, "training_loss": 55.456825256347656, "training_acc": 48.75, "val_loss": 13.888641595840454, "val_acc": 55.0, "val_auroc": 0.475, "time": 363.78}
{"epoch": 21, "training_loss": 55.48166847229004, "training_acc": 48.75, "val_loss": 13.891938924789429, "val_acc": 55.0, "val_auroc": 0.465, "time": 380.62}
{"epoch": 22, "training_loss": 55.466739654541016, "training_acc": 48.75, "val_loss": 13.859108686447144, "val_acc": 55.0, "val_auroc": 0.475, "time": 397.77}
{"epoch": 23, "training_loss": 55.413564682006836, "training_acc": 51.25, "val_loss": 13.822851181030273, "val_acc": 55.0, "val_auroc": 0.505, "time": 415.19}
{"epoch": 24, "training_loss": 55.372209548950195, "training_acc": 51.25, "val_loss": 13.784301280975342, "val_acc": 55.0, "val_auroc": 0.525, "time": 432.21}
{"epoch": 25, "training_loss": 55.38577079772949, "training_acc": 51.25, "val_loss": 13.764840364456177, "val_acc": 55.0, "val_auroc": 0.525, "time": 449.41}
{"epoch": 26, "training_loss": 55.60440635681152, "training_acc": 51.25, "val_loss": 13.791817426681519, "val_acc": 55.0, "val_auroc": 0.455, "time": 466.58}
{"epoch": 27, "training_loss": 56.050395011901855, "training_acc": 51.25, "val_loss": 13.80313754081726, "val_acc": 55.0, "val_auroc": 0.475, "time": 483.78}
{"epoch": 28, "training_loss": 56.13962364196777, "training_acc": 51.25, "val_loss": 13.765761852264404, "val_acc": 55.0, "val_auroc": 0.525, "time": 500.8}
{"epoch": 29, "training_loss": 55.7217435836792, "training_acc": 51.25, "val_loss": 13.78692626953125, "val_acc": 55.0, "val_auroc": 0.465, "time": 518.16}
{"epoch": 30, "training_loss": 55.422122955322266, "training_acc": 51.25, "val_loss": 13.825346231460571, "val_acc": 55.0, "val_auroc": 0.485, "time": 535.62}
{"epoch": 31, "training_loss": 55.36981964111328, "training_acc": 51.25, "val_loss": 13.86967420578003, "val_acc": 55.0, "val_auroc": 0.485, "time": 552.73}
{"epoch": 32, "training_loss": 55.413002014160156, "training_acc": 48.75, "val_loss": 13.934510946273804, "val_acc": 55.0, "val_auroc": 0.485, "time": 569.77}
{"epoch": 33, "training_loss": 55.560458183288574, "training_acc": 48.75, "val_loss": 13.967679738998413, "val_acc": 55.0, "val_auroc": 0.485, "time": 587.15}
{"epoch": 34, "training_loss": 55.58028316497803, "training_acc": 48.75, "val_loss": 13.932441473007202, "val_acc": 55.0, "val_auroc": 0.495, "time": 604.3}
{"epoch": 35, "training_loss": 55.57153797149658, "training_acc": 48.75, "val_loss": 13.896139860153198, "val_acc": 55.0, "val_auroc": 0.515, "time": 621.53}
{"epoch": 36, "training_loss": 55.45863342285156, "training_acc": 48.75, "val_loss": 13.880817890167236, "val_acc": 55.0, "val_auroc": 0.505, "time": 638.46}
{"epoch": 37, "training_loss": 55.4291877746582, "training_acc": 50.0, "val_loss": 13.84942889213562, "val_acc": 55.0, "val_auroc": 0.515, "time": 655.39}
{"epoch": 38, "training_loss": 55.39249610900879, "training_acc": 51.25, "val_loss": 13.817166090011597, "val_acc": 55.0, "val_auroc": 0.525, "time": 672.39}
{"epoch": 39, "training_loss": 55.38540840148926, "training_acc": 51.25, "val_loss": 13.791769742965698, "val_acc": 55.0, "val_auroc": 0.525, "time": 690.31}
{"epoch": 40, "training_loss": 55.450382232666016, "training_acc": 51.25, "val_loss": 13.780964612960815, "val_acc": 55.0, "val_auroc": 0.535, "time": 706.8}
